Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Grenada,GRD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,7170.790886,7649.27178,8123.46727,8040.818467,8022.263698,8127.525198,8168.639491,8248.968384,8613.739837,9210.857074,10125.10672,10565.32586,11098.68247,11615.09294,11760.2768,11575.5766,11225.78947,11286.98265,11419.75012,11842.39166,12367.04244,13759.10058,14649.23754,15305.36793,14935.18388,15391.16313,16787.6804,16624.32269,18774.38396,17978.06029,19032.32437,19164.20213,17840.48436,17675.08966,17716.40885,17405.8206,17695.86484,18867.78204,19955.73865,20576.91931,21498.42885,22418.87774
Greenland,GRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,88053.56925,97866.75715,101545.7228,106907.549,111866.4707,112362.402,118818.7579,130086.554,138474.1181,144033.7812,154659.2827,153246.0314,145051.0079,148337.5313,139052.8412,142782.4801,152058.7394,158666.6658,165417.3921,174838.1988,153515.1656,153617.2703,146291.9946,139188.2283,146637.3117,151287.1756,153326.542,155300.9768,167050.893,169352.6613,181056.6655,182866.2609,180261.7729,187730.1154,200180.9843,210076.4029,222376.4399,228489.0814,243555.6029,245686.4869,247394.7808,246231.3236,250015.8423,248198.573,260747.8462,254972.0212,269810.9849,272548.112,
Guatemala,GTM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7053.548551,7143.998434,7184.392022,7645.072212,7770.934249,7878.104781,8074.519928,8166.354649,8629.704017,8783.981043,9027.237045,9269.63894,9679.639866,10060.26475,10421.33523,10352.0374,10837.99886,11397.15079,11676.02126,11930.02231,12077.23488,11857.38839,11157.3837,10603.5405,10397.28524,10086.66671,9863.43644,9975.962831,10125.78492,10283.24278,10358.11349,10488.56796,10740.89175,10904.20866,11083.54201,11368.05976,11442.45594,11677.52436,11989.88648,12173.7387,12327.76503,12325.24206,12504.12219,12521.47755,12616.95552,12730.72654,13114.20054,13632.2946,13771.88136,13544.70609,13634.18323,13899.17191,14010.19864,14225.44494,14514.51818,14809.26919,14962.84684,15074.19295,15248.20518
Guam,GUM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27644.16959,27802.96354,29519.10488,30504.66535,29291.26116,29493.78962,29968.05755,30026.50321,30612.62889,30602.66012,31163.27908,31650.73843,32077.55751,32090.84787,31954.3912,31756.56345,
Guyana,GUY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,256744.2328,260822.6034,256305.5417,218951.7463,237988.1093,257415.216,265728.5691,272536.1843,271206.1698,286171.9091,294460.7629,299904.322,286635.4302,287035.2841,305822.2006,328209.2708,329603.2898,317402.9439,308553.4482,300497.8475,304180.2997,308107.7434,267634.3049,250191.475,238752.9659,246000.3505,245694.7818,250194.9221,243139.5677,232752.3107,226303.4916,239637.0673,256803.8969,275756.425,297411.0882,311392.4447,336384.4881,358506.5023,354447.0952,366937.0833,363367.0084,372402.6085,376831.4069,374271.091,379819.4882,372196.7548,391194.6249,418581.6106,426659.4444,441282.6761,458491.4522,480653.6459,503756.293,526239.8177,543552.3592,557781.0151,573338.7264,582354.7965,599477.8663
High income,HIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,31168.52372,34145.28622,38190.82698,40495.06363,45220.54532,45626.32579,45201.19265,45754.85839,50138.20233,53438.99975,56113.02005,60889.029,66464.07016,65951.61953,65031.37888,74600.2656,82153.06412,87342.68881,92254.09254,98903.04359,105554.2694,106993.8266,111679.108,121616.3693,121227.7776,132964.0155,149268.8827,160618.3808,162582.5683,168268.9105,176394.8192,185826.2219,193988.4765,201117.0759,201854.2584,201313.3401,209825.559,195840.5795,198841.2927,212200.4501,211823.7195,214381.3111,221369.9709,238759.9322,255282.2462,271485.9051,286562.9021,290915.0881,283150.6712,300101.2215,312441.7388,314265.5347,322712.6719,329306.1761,334311.5768,339478.3687,349881.2181,357583.8143
Honduras,HND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11059.18013,10953.95412,11267.06061,11349.01859,11631.37921,12325.90844,12618.29951,12987.41646,13442.58857,13136.77692,13216.63392,13344.45566,13702.11369,14347.95703,13753.73562,13627.98015,14605.58554,15633.28038,16061.69934,16446.45014,16042.9296,15367.91153,14596.06088,14287.33953,14739.6629,15109.64235,15449.19812,15996.20171,15806.37764,15773.23357,15753.54097,14802.59903,15264.30338,15804.61251,15396.98486,15891.57513,15731.99927,15990.236,16099.09536,15539.13719,16222.38254,16226.30745,16404.59702,16723.21493,17334.58942,17949.58697,18689.1185,19402.87517,19786.96785,18903.58892,19215.91542,19569.0058,19999.58105,20189.10906,20441.5924,20860.10669,21303.1137,21948.53268,22394.17026
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47079.60706,50533.2739,54154.99349,55197.19285,54917.57236,57554.34084,61876.95113,65089.24214,68702.43203,71371.90912,74209.39077,77803.4645,81932.2316,83610.68113,77595.72016,76626.40818,76629.85176,75096.05768,74935.18464,75175.20459,77616.86598,80924.69468,84294.79985,87254.80579
Haiti,HTI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1990.230348,1894.736295,2004.905742,1929.237011,1861.173698,1865.201789,1819.184296,1746.865678,1768.668011,1802.571405,1782.276454,1865.480702,1852.497197,1908.516147,1984.49737,1970.985455,2097.357648,2132.821712,2219.387632,2336.946305,2454.601945,2330.805528,2195.691415,2163.86445,2120.25151,2085.057275,2029.444438,1970.689808,1933.886171,1839.563756,1821.644962,1819.5289,1689.75041,1567.815747,1354.734121,1461.488142,1494.448889,1507.457981,1513.223172,1527.261563,1514.202984,1473.149116,1445.049856,1426.523173,1353.910385,1356.132195,1364.45136,1387.712936,1377.482413,1398.002836,1301.056012,1352.397983,1370.972819,1408.446309,1427.664307,1425.159856,1426.599068,1424.622933,1427.460538
Hungary,HUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841564.364,1785834.289,1777571.855,1832466.265,1862352.28,1865818.087,1932027.788,2018556.848,2088794.523,2182377.336,2271395.904,2381019.73,2479748.787,2609630.537,2729569.883,2839107.859,2855520.359,2884876.936,2698623.562,2722453.638,2775435.949,2744293.424,2809474.882,2936063.958,3047134.822,3125844.906,3263828.829,3431800.771
IBRD only,IBD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6275751.296,6463132.272,6410013.036,6101937.781,6150224.555,6051179.36,6053554.446,5972472.242,6446902.704,6703181.449,7018993.399,7315287.899,7627129.304,8033962.175,8428636.856,8627527.251,8995459.677,9547603.331,9951312.89,10428905.64,11192097.25,11799982.3,11789344.69,12008388.75,12566558.94,12606001.77,13077747.67,13455946.63,13967503.18,14736698.3,15524808.84,16312080.88,17080679.13,17893758.64,18938667.09,20181461.43,21436330.82,22120121.65,18945761.85,18831056.96,19486793.74,19922358.88,20538085.98,21231561.88,22002459.14,22946275.58,23888797.35,25070448.45,26228711.51,27080443.65,28383630.91,29731348.32,31100858.74,32391939.74,33570728.79,34764315.77,36071347.59,37456481,38949348.09
IDA only,IDX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,12424.1413,12384.76905,14542.79728,15675.92825,17154.78441,17974.21767,18452.14429,18580.72483,18642.3811,19074.58878,19773.76908,20485.90454,21840.41342,23402.52773,26176.61416,29346.73559,30535.69725,31861.79742,33466.87653,35329.26316,36869.12772,38662.73978,41137.74721,43603.01506,45051.00609,45523.89215,46804.88513,47724.67286,49457.53245,52025.92767,54946.52845,54618.17749,58622.59416,,
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16358.83675,16632.10833,16775.27247,17418.84113,18333.31531,17482.62084,17112.67032,18070.06124,18291.64084,19072.66689,19618.9773,19496.09373,18947.15613,19121.31356,18902.00861,20158.02942,20026.37793,20992.68594,21690.17893,20087.68594,20951.25198,21699.47929,21936.8616,22995.98116,23332.72697,24009.93185,24604.21765,25027.28354,26854.1304,27856.96434,28794.37153,28511.15741,29477.80518,30275.68911,31670.27467,33421.60332,35269.95738,36018.74343,37549.12372,40139.30564,40950.55661,42190.2846,43061.46126,45685.49989,48515.10449,51538.53989,54838.69737,58155.44215,59078.71762,62830.85562,67255.62377,69874.49065,72785.13218,76522.61736,81256.8666,86779.92812,92851.92794,98455.68527,104243.2224
Not classified,INX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,9623.316358,9841.423806,10325.50939,10640.97685,10912.02432,11341.13355,11327.08201,12092.30714,12778.75038,12997.12809,13244.05705,13525.13545,13703.80538,13573.75528,14077.29822,14488.45869,14419.8466,15090.69258,15946.09009,16940.17569,18358.91654,18605.89887,19097.20762,19513.63955,20555.62324,22420.79332,23893.3115,26234.16999,28218.39197,30832.78325,33298.31853,34502.22335,35934.0189,36421.07521,38164.87292,39470.9144,40369.2834,41307.05254,38660.08294,36325.62904,36782.14837,36747.87602,36675.0833,36975.58547,39847.12071,49404.65585,50646.7117,54178.98066,58048.46577
"Iran, Islamic Rep.",IRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,38132839.4,41425186.15,43831585.26,45810962.68,48731261.34,55640639.3,60277468.49,65516549.25,73229388.25,82943507.75,89748073.07,99997522.23,111393094.2,117682680.2,121855657.9,115480543.5,131351995.9,122141811.1,101598455.7,87800179.3,61305412.5,55891290.76,68264796.77,71108007.54,62242281.97,61064769.84,52702886.73,51041241.07,46573410.49,47806115.11,52928626.13,58129104.08,58656898.35,58330751,56627126.12,57116535.4,59249500.52,58741710.63,59237078.29,58979481.47,61651983.09,61359967.05,65000639.26,69808594.94,71987049.61,73419668.34,76224684.37,81537992.72,80853792.96,80767644.23,84480086.15,85701543.37,78371236.84,77255659.81,79785753.54,77702468.28,86924734.92,88948076.93,
Iraq,IRQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,1393367.465,1389811.942,1404272.824,1430997.723,1436299.137,1451664.833,1631759.444,1777055.164,2015998.027,1989452.475,2256612.947,2645589.038,3205169.733,3093282.119,3113411.996,2636388.696,2533159.939,2509620.206,2567827.853,2746808.988,2687557.164,2545123.763,3918851.207,1371896.825,1768293.342,2236770.608,2253526.885,2231632.871,2402028.035,2822995.69,3690850.871,4208892.493,4141755.419,4112858.257,3717911.205,2418138.565,3632926.713,3707080.35,4005419.991,3993222.138,4249545.427,4304081.408,4461271.457,4644388.078,5098384.353,5276228.905,5119407.351,5075124.879,5600452.108,5368692.915,5278829.943
Iceland,ISL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1430296.719,1401506.519,1490148.335,1614395.947,1743220.627,1839574.487,1966689.931,1910688.937,1781546.826,1806982.063,2026778.186,2273035.75,2378378.597,2502204.398,2609443.885,2592930.785,2720309.74,2938347.55,3090919.329,3209596.611,3358331.483,3461853.201,3489487.176,3369512.164,3471522.246,3557700.459,3753191.137,4029544.983,3963365.837,3924703.187,3939839.418,3885729.402,3707742.346,3718439.255,3819380.769,3803146.633,3955655.896,4064191.491,4306207.441,4426458.254,4579844.442,4695569.226,4685543.958,4758749.929,5096517.212,5334023.372,5483747.18,5847484.009,5854085.349,5438750.394,5259444.617,5342064.087,5382603.327,5552344.125,5605143.189,5794878.338,6135132.948,6268803.064,6369185.908
Israel,ISR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32712.72728,35196.08564,36944.5492,39417.65519,40896.02903,43083.25092,41968.21091,41398.52998,47126.70581,52143.18015,51977.97652,55884.95983,61100.25791,61955.6869,64034.12072,64618.11962,63395.30419,62633.38705,64733.13824,67008.34563,66511.44924,68681.68566,68807.49189,69836.76115,69573.27258,71116.54596,72958.87345,76915.52201,77852.95995,76983.27889,80097.31361,81247.01458,84577.55666,85749.5439,89764.30194,93171.81495,95509.6474,96815.84111,98094.78657,98673.63851,103518.9083,101167.5002,99162.76808,98299.98689,100676.5164,102822.4078,106680.5575,110845.4953,112025.0913,110652.7626,114633.7122,118125.6021,118418.8719,121046.8265,123374.012,124058.9791,126526.2965,128371.5818,130073.9223
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8205.604788,8819.91073,9303.901371,9754.401159,9945.151664,10184.0388,10709.95919,11396.00465,12065.35976,12728.85555,13328.82006,13507.99678,13927.21607,14818.80942,15531.89258,15116.69652,16113.23749,16455.77712,16928.54113,17885.54948,18460.95803,18594.47367,18657.55076,18868.84588,19473.17407,20012.26581,20583.4893,21238.33866,22118.46436,22850.77619,23285.04143,23626.90673,23807.84338,23590.38213,24092.9081,24788.03725,25099.84782,25547.00117,25952.39151,26352.77683,27318.11404,27786.63112,27814.24324,27732.78262,27989.76592,28117.07104,28595.18954,28870.49951,28378.61924,26700.957,27067.88827,27177.18886,26339.96732,25586.43342,25381.5698,25640.7933,25971.77274,26448.79159,26722.32857
Jamaica,JAM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,237764.2626,239003.9166,249609.9309,260136.4612,287482.464,290119.9535,336912.8486,313271.4136,295317.769,290246.6562,267213.3036,257086.9965,253889.3312,248032.3264,230608.9959,233024.5672,233892.7424,234404.5349,227323.915,217879.1349,219848.6939,235387.5282,243306.704,259235.1775,268289.0874,279029.3913,281975.7757,305607.5725,306814.5665,310967.2598,307587.6247,301104.8348,291262.1974,291652.787,291774.45,293487.4232,297332.3603,306345.9543,308626.6731,309681.8742,316993.5276,319927.5204,315773.6003,300571.1706,294648.2071,298092.4149,294570.414,294337.7588,294669.8869,295702.4525,298215.4249,299626.8556,303732.7003
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,1499.881339,1814.20637,1882.496139,2218.272003,2352.076829,2711.11132,2738.688575,2827.748493,2767.566731,2884.629338,2865.388107,2949.168897,2921.685062,2757.712769,2286.498819,2200.923157,2125.090367,2384.05136,2361.535865,2361.912833,2410.478545,2385.916727,2406.028798,2430.229524,2469.242815,2528.475679,2613.305986,2712.395652,2764.676664,2922.888296,3059.363389,3182.281898,3297.312793,3373.357385,3384.264879,3286.883626,3195.200893,3106.511705,3033.345987,2987.162984,2944.229437,2913.646668,2906.012605,2909.77983
Japan,JPN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,755579.0627,824799.1237,889947.2226,955586.1249,1056105.575,1105621.704,1212125.779,1333956.542,1500796.688,1653525.065,1641461.099,1696610.217,1813769.631,1943308.741,1883203.678,1910587.718,1971894.68,2038725.844,2126873.273,2224691.719,2269511.364,2347633.793,2408996.624,2476928.466,2572070.232,2690179.174,2762783.648,2879285.779,3061556.216,3197171.89,3342171.65,3445679.774,3466286.24,3439832.993,3462177.556,3543560.518,3644172.539,3674619.484,3623295.76,3607573.757,3701653.916,3707750.373,3703503.578,3752063.968,3833494.609,3896866.975,3949698.882,4010423.185,3964647.218,3750374.125,3906878.27,3909603.818,3974398.37,4059749.837,4080373.339,4134658.662,4164640.991,4251954.845,4294152.94
Kazakhstan,KAZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408382.2016,361195.5069,342289.4516,312867.1323,277442.0925,259194.0315,264465.3021,273244.4507,272719.813,282763.8128,311409.2012,354051.0646,388732.0313,423457.1921,460895.0629,501127.5479,548911.7387,590966.2608,603075.5394,594428.8253,628871.3695,665808.2178,688006.6365,718864.5388,738106.493,736126.396,733715.4743,753477.6026,774124.9397
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,41712.27053,37286.35452,39541.53043,41656.50942,42329.82905,41787.10905,46378.29565,46355.96979,48382.71708,50458.53459,46446.19322,54750.8198,61818.23002,63100.99315,63273.52448,61487.54859,60493.29837,63757.89158,65625.62406,67974.8603,69067.88921,68957.92049,67342.91952,65650.3456,64309.24396,64609.22451,66743.4191,68194.37243,69902.20474,70687.5344,71199.90149,69876.22615,67115.99257,65265.3183,64959.7353,65824.62762,66585.23233,65022.36232,65308.2606,64991.41321,63610.23314,64238.08171,62861.00335,62974.69639,64412.52111,66373.89014,68747.55588,71451.4509,69662.75441,70013.75392,73860.36332,76288.99888,77674.20898,80114.8922,82273.81898,84837.9829,87676.87573,89798.67417,93297.36789
Kyrgyz Republic,KGZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,6163.275888,6246.689958,6947.544827,6993.645966,7251.57244,6573.860068,5595.895513,4729.446233,3780.868796,3540.281554,3735.394521,4046.317073,4069.267876,4155.812206,4329.456945,4516.790803,4474.744264,4739.380842,5011.398868,4946.495874,5045.44688,5424.498368,5824.633256,5920.8359,5823.038308,6095.248794,5982.599744,6504.319762,6630.141651,6748.326995,6896.565633,7082.422524,7193.817218
Cambodia,KHM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379196.965,868864.7066,924602.3503,949998.3656,960454.7602,979253.2562,1077120.333,1166132.388,1227702.142,1284418.318,1369990.091,1487324.098,1658142.015,1808892.384,1964151.846,2064812.755,2035843.451,2124292.181,2238618.877,2363485.976,2495840.548,2630660.429,2770959.679,2919725.076,3077094.936,3259563.269
Kiribati,KIR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,2239.649274,2153.459023,2376.996969,2832.539727,4056.67274,4212.920492,3040.510335,2857.344444,2844.821063,2478.979148,2040.437767,1946.625849,2052.983395,2008.650155,2071.911258,1891.038665,1831.921227,1620.866048,1722.416014,1623.078769,1574.585635,1546.979319,1538.132306,1532.040784,1539.063519,1518.212112,1520.85472,1521.443626,1593.996763,1542.6891,1611.45078,1560.88015,1592.980929,1596.955029,1542.050188,1586.39805,1551.699649,1547.453044,1480.817327,1460.626177,1419.054281,1416.889466,1460.769014,1500.889795,1469.965536,1600.405661,1658.668373,1640.296782,1648.726337
St. Kitts and Nevis,KNA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,10022.85149,10470.34917,11331.40348,12358.93271,12621.63331,12759.85626,12985.98966,14232.20429,15571.84489,17423.59496,18762.82745,20695.60731,21984.82892,23111.55406,22613.30189,23394.38981,24719.66398,25728.61508,26819.11042,28118.16981,29771.20235,29374.87001,30047.34779,32828.19208,34231.64752,34637.48585,33019.71893,33930.91079,36797.20691,37485.24354,37121.81566,39196.32838,37553.354,36688.00412,37016.98868,36449.93177,38103.15315,40057.93988,40575.01955,41175.98874,41321.80212,42240.65612
"Korea, Rep.",KOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1091659.672,1132677.575,1143007.797,1213777.679,1294296.719,1352452.217,1476917.163,1574372.798,1741136.72,1949688.733,2098271.239,2272398.28,2389638.257,2695868.349,2900810.803,3076728.157,3425122.982,3786157.755,4130861.96,4419623.727,4277252.187,4513410.135,4811506.544,5368913.463,5856861.795,6248919.27,6881509.763,7663576.371,8492339.045,8999867.088,9785983.591,10692857.66,11235828.54,11883783.7,12847899.06,13936582.74,14852806.99,15585582.23,14626892.42,16165678.22,17461748.25,18112445.21,19346502.41,19811026.11,20699533.23,21466160.08,22459016.52,23566673.47,24050115.64,24095935.26,25533864.88,26271145.85,26732478.68,27381774.97,28119533.94,28752128.27,29461101.98,30233342.85,30938436.71
Kuwait,KWT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,26244.46558,26595.86957,24681.51946,24613.7153,23228.74747,22181.91981,22262.95987,21789.30963,19510.79419,16616.99242,14390.60868,14772.49722,13890.8922,14054.4422,15120.43321,11366.61068,8751.792395,7326.300157,7733.672972,7768.544139,7081.492894,7280.893899,7440.855295,6377.480924,7806.73077,,,,,,11921.41359,11839.06096,11540.27993,11173.28076,10295.76335,10286.37011,10074.85283,10213.38088,11845.81486,12888.94152,13751.99661,14141.61628,14208.68332,13727.7818,12010.11905,11056.27758,11446.78447,11546.37125,11091.09687,10649.66613,10308.81551,10285.24292,9684.309818,9611.948249
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,4149332.588,4239615.615,4322144.949,4139068.699,3939579.058,4370335.837,4532347.842,4596726.648,4721711.389,4871431.107,5139945.738,5375760.792,5626642.945,5895290.745,6016860.823,6344565.527,6601070.504,6869900.005,7165688.034,7486772.394,7842424.374,8269169.699,8836878.307,9350064.226,9912177.107,10478991.76,11189554.41,11901635.63,12663430.9,13477452.32,14288300.4,15096435.9,15909615.67,16737582.94,17551850.56
Lebanon,LBN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6498321.564,3682424.586,4532149.692,6498093.434,7186435.352,7543246.422,7777910.016,7986124.85,8684894.211,8661943.66,8894143.277,8719337.831,8617863.218,8616409.921,8503948.71,8365962.937,8540246.678,8533339.096,8567324.256,9352676.043,10223272.27,11138295.45,11693291.68,11235148.47,10840037.45,10416815.89,10023689.76,9648872.943,9543113.587,9453863.13,9421523.232
Liberia,LBR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.2001688,335.648342,340.1264378,233.5542911,235.1945098,241.2704203,251.9792227,265.4264364,272.8884158,276.1567851,282.6695887,296.251571,310.7882202,328.8790853,322.7395083,314.6046827,301.8405472,301.6987266,297.9885565
Libya,LBY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5589.540111,5706.536397,5518.028942,5378.32604,5981.624208,6150.447081,6775.584648,7107.849466,7448.131624,7540.831868,7389.487811,7680.798391,2889.664069,6408.683753,5506.782716,4157.737718,3756.051674,3609.52134,4510.859656,4793.166383
St. Lucia,LCA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,7844.930396,8524.162189,8715.209244,8399.742628,8809.557406,8877.544691,9198.528062,9729.677537,10373.14067,11663.36794,11898.05015,13296.68854,14232.50325,15387.27113,15227.18383,16233.54755,16140.47026,16209.27607,16291.98066,16546.85757,16205.63106,16987.11223,17218.64705,17036.44635,16304.98549,16248.28724,16821.11693,17900.1786,17652.08454,18523.06009,18651.42956,19306.54605,18781.67587,18637.02387,19247.17051,19067.09068,18595.28147,18514.48995,18478.91931,19102.03806,19701.55121,19717.52223
Latin America & Caribbean,LCN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,54043.32598,53777.13064,53630.70814,53530.28318,53429.26128,53266.58825,54651.81236,56041.80103,57469.83209,59060.08481,60866.4403,62924.15032,61228.18549,60976.59632,63008.92105,66809.76915,68798.91069,74399.08159,77774.74699,80354.25436,81194.16345,81607.77374,83425.1709,85813.85989,90346.62111,94248.65748,99252.59395,104812.159,111265.5133,121132.2633,123469.288,121219.8556,118856.6433,115544.2101,118098.5701,122869.6271,132510.6181,135957.577,137411.1458,134847.4209,,,,,,,,,
Sri Lanka,LKA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,66245.44004,67176.66306,67273.05454,68274.53101,68363.10206,70095.11085,72835.88985,75253.99828,79220.6164,80483.75753,79859.32291,77975.35171,81904.78987,83480.48429,86963.80189,88211.17822,91017.82277,94442.212,98755.98673,102812.3358,106985.8242,109775.1598,113424.7514,117535.3628,121673.5639,125173.3975,125534.8403,126853.6591,128036.5396,134508.7391,139011.5635,143482.6643,151774.3221,158770.8343,166140.4601,171285.9547,181235.1363,188792.6244,195870.5264,206358.8266,201728.7854,208068.0941,218575.4664,228537.8899,240841.9033,257322.5602,272789.2299,286967.6076,295063.0702,316540.9004,340841.8385,371530.8056,381161.1584,396353.3091,412390.7135,426158.0878,435778.7251,445072.7788
Lower middle income,LMC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
